nct_id,phases,enrollment,enrollment_type,start_date,primary_completion_date,sponsor_class,n_conditions,n_sites,n_countries
NCT04100759,PHASE1|PHASE2,36,ACTUAL,2019-06-11,2019-06-25,OTHER,4,1,1
NCT00919880,PHASE2,148,ACTUAL,2009-07,2010-07,OTHER,1,1,1
NCT00975780,PHASE3,834,ACTUAL,2009-10,2012-12,OTHER,2,1,1
NCT01476696,PHASE2,33,ACTUAL,2011-11,2012-11,INDUSTRY,1,9,1
NCT02649062,PHASE1|PHASE2,31,ACTUAL,2015-12,2017-01,INDUSTRY,1,1,1
NCT04410562,PHASE3,129,ACTUAL,2020-05-13,2021-06-30,OTHER,3,9,1
NCT00136188,PHASE2|PHASE3,100,ACTUAL,2009-08,2011-12,OTHER,1,1,1
NCT02508103,PHASE2|PHASE3,10,ACTUAL,2015-07,2016-06,OTHER,1,1,1
NCT00448903,PHASE3,329,ACTUAL,2007-03,2009-12,INDUSTRY,1,6,6
NCT02194127,PHASE2,195,ACTUAL,1998-11,1999-06,INDUSTRY,1,0,0
NCT02282527,PHASE2|PHASE3,32,ACTUAL,2014-10,2016-01,INDUSTRY,1,6,1
NCT02536742,PHASE2,124,ACTUAL,2016-08-30,2020-08-28,NETWORK,1,19,3
NCT04447040,PHASE2,304,ACTUAL,2020-11-09,2021-04-09,INDUSTRY,1,1,1
NCT02380989,PHASE2,210,ACTUAL,2014-09,2014-11,INDUSTRY,2,3,1
NCT00051168,PHASE3,502,ACTUAL,2006-01,2009-03,INDUSTRY,2,1,1
NCT04381650,PHASE1|PHASE2,161,ACTUAL,2020-08-17,2024-10-29,INDUSTRY,1,52,9
NCT02432040,PHASE2,28,ACTUAL,2013-02,2013-10,NETWORK,1,1,1
NCT04145440,PHASE1|PHASE2,31,ACTUAL,2019-10-15,2022-01-19,INDUSTRY,2,45,9
NCT01154140,PHASE3,343,ACTUAL,2011-01-13,2013-11-30,INDUSTRY,1,249,31
NCT00287040,PHASE3,1686,ACTUAL,2007-09,2009-06,OTHER,1,2,1
NCT06694389,PHASE3,2457,ACTUAL,2024-11-18,2025-11-17,INDUSTRY,2,44,3
NCT00373568,PHASE1|PHASE2,25,,2005-04,,OTHER,1,1,1
NCT01498068,PHASE3,36,ACTUAL,2012-01,2012-04,INDUSTRY,1,5,1
NCT02037191,PHASE3,90,ACTUAL,2014-02,2017-12,OTHER,1,2,1
NCT00886691,PHASE2,150,ACTUAL,2010-12-27,2014-06-27,NETWORK,3,45,1
NCT00287521,PHASE2,87,ACTUAL,2005-11,2006-02,INDUSTRY,2,1,1
NCT03906721,PHASE2,30,ACTUAL,2019-02-20,2021-11-01,OTHER,3,1,1
NCT01138514,PHASE3,1555,ACTUAL,2009-10,2010-10,INDUSTRY,1,0,0
NCT00331916,PHASE3,600,ESTIMATED,2005-11,2007-05,INDUSTRY,1,1,1
NCT00888914,PHASE2,60,ACTUAL,2008-11,2009-01,INDUSTRY,3,4,1
NCT01080716,PHASE1|PHASE2,30,ACTUAL,2010-05,2010-09,FED,3,1,1
NCT05046184,PHASE2,165,ACTUAL,2022-05-05,2025-04-30,OTHER,2,1,1
NCT02984384,PHASE3,12424,ACTUAL,2017-04-24,2022-02-18,OTHER,2,21,2
NCT01585233,PHASE2,60,ACTUAL,2012-04-30,2014-06-30,INDUSTRY,1,13,3
NCT03534947,PHASE2,16,ACTUAL,2019-07-23,2025-03-01,OTHER,4,1,1
NCT00706147,PHASE2|PHASE3,38,ACTUAL,2009-01,2014-12,OTHER,1,2,1
NCT02709538,PHASE3,601,ACTUAL,2016-04,2017-07,INDUSTRY,1,34,1
NCT02673749,PHASE2|PHASE3,377,ACTUAL,2016-02,2016-10,INDUSTRY,1,1,1
NCT02623738,PHASE2|PHASE3,253,ACTUAL,2015-12-06,2017-02-10,INDUSTRY,2,1,1
NCT02543255,PHASE2,76,ACTUAL,2016-09,2021-05-27,OTHER,1,5,1
NCT01890655,PHASE2,367,ACTUAL,2013-08,2016-03,INDUSTRY,1,17,17
NCT04037085,PHASE2,8,ACTUAL,2019-10-09,2021-08-01,OTHER,8,2,1
NCT02012985,PHASE1|PHASE2,28,ACTUAL,2013-12,2015-01,INDUSTRY,1,8,3
NCT00577408,PHASE3,60,ACTUAL,2007-09,2011-08,OTHER,2,1,1
NCT02413008,PHASE2,61,ACTUAL,2015-10-16,2017-02-10,INDUSTRY,1,6,2
NCT00860808,PHASE2,248,ACTUAL,2009-03,2011-05,INDUSTRY,1,1,1
NCT03510325,PHASE3,762,ACTUAL,2019-02-12,2023-09-27,OTHER,1,7,1
NCT00688376,PHASE3,72,ACTUAL,2008-07-02,2009-05-26,INDUSTRY,1,31,10
NCT03953976,PHASE2,67,ACTUAL,2019-07-23,2022-11-15,OTHER,1,1,1
NCT04967417,PHASE2,13,ACTUAL,2022-05-26,2024-06-30,OTHER,1,1,1
NCT02393417,PHASE2,243,ACTUAL,2015-03,2018-01,INDUSTRY,1,15,1
NCT02366052,PHASE2,42,ACTUAL,2015-02-01,2017-05-10,OTHER,2,2,1
NCT00088452,PHASE3,453,ACTUAL,2004-07,2013-01,OTHER,4,31,1
NCT02593552,PHASE1|PHASE2,12,ACTUAL,2011-09,2014-07,OTHER,1,0,0
NCT00076752,PHASE2,9,ACTUAL,2004-01-30,2013-10-15,NIH,1,1,1
NCT01972152,PHASE2,30,ACTUAL,2013-10,2014-02,INDUSTRY,1,1,1
NCT01123252,PHASE2,60,ACTUAL,2010-09,2011-04,OTHER,3,4,1
NCT06151847,PHASE2,11,ACTUAL,2023-12-21,2025-07-10,OTHER,4,1,1
NCT06342947,PHASE2,102,ACTUAL,2024-04-01,2024-08-19,INDUSTRY,4,40,1
NCT03120247,PHASE2|PHASE3,36,ACTUAL,2017-04-05,2019-06-01,OTHER,1,1,1
NCT02205047,PHASE2,172,ACTUAL,2015-07-15,2022-12-22,NETWORK,3,48,13
NCT00957047,PHASE3,395,ACTUAL,2004-07,2006-08,INDUSTRY,1,1,1
NCT05512949,PHASE2,229,ACTUAL,2022-09-09,2023-10-12,NIH,1,8,1
NCT00688649,PHASE3,80,ACTUAL,2008-05,2009-01,INDUSTRY,1,1,1
NCT00272649,PHASE1|PHASE2,22,ACTUAL,2006-01,2012-02,INDUSTRY,1,10,2
NCT03986138,PHASE3,324,ACTUAL,2019-08-27,2020-12-09,INDUSTRY,1,33,11
NCT03109158,PHASE1|PHASE2,1,ACTUAL,2017-03-01,2019-03-01,INDUSTRY,1,20,4
NCT01063348,PHASE2,66,ACTUAL,2012-09,2015-07,OTHER,4,1,1
NCT05097326,PHASE3,30,ACTUAL,2022-06-27,2023-04-29,OTHER,1,1,1
NCT02095626,PHASE2,20,ACTUAL,2013-06,2015-03,INDUSTRY,1,1,1
NCT01346085,PHASE1|PHASE2,10,ACTUAL,2006-10,2009-06,OTHER,1,2,2
NCT02624843,PHASE3,239,ACTUAL,2015-08,2015-11,INDUSTRY,1,4,1
NCT01306643,PHASE1|PHASE2,18,ACTUAL,2011-02,2015-08,INDUSTRY,4,2,1
NCT00924443,PHASE2,69,ACTUAL,2004-06,2006-06,INDUSTRY,1,15,3
NCT02443935,PHASE1|PHASE2,12,ACTUAL,2015-04,2017-06-01,OTHER,1,2,1
NCT00226135,PHASE3,150,,2001-03,,OTHER,1,1,1
NCT01662908,PHASE2,85,ACTUAL,2012-08,2014-01,INDUSTRY,2,34,2
NCT00481325,PHASE2|PHASE3,260,ACTUAL,2007-07,2008-03,INDUSTRY,1,51,1
NCT05716425,PHASE3,1218,ACTUAL,2023-02-08,2023-07-26,INDUSTRY,1,2,1
NCT04791176,PHASE2,64,ACTUAL,2021-04-12,2024-06-30,OTHER,3,1,1
NCT04084717,PHASE2,33,ACTUAL,2019-12-03,2024-12-30,OTHER,5,1,1
NCT01283776,PHASE2,11,ACTUAL,2011-03,2013-12,OTHER,3,1,1
NCT04963517,PHASE2|PHASE3,11,ACTUAL,2021-08-07,2021-12-31,OTHER,1,1,1
NCT02465125,PHASE2,58,ACTUAL,2015-07-15,2016-12-08,OTHER,4,1,1
NCT03761225,PHASE3,714,ACTUAL,2014-09,2020-12-15,INDUSTRY,1,9,6
NCT02238925,PHASE2,26,ACTUAL,2014-07,2015-05,INDUSTRY,3,5,1
NCT04373733,PHASE3,502,ACTUAL,2020-05-01,2021-06-25,OTHER,1,6,3
NCT00712933,PHASE3,738,ACTUAL,2008-05-30,2016-12-09,INDUSTRY,1,110,28
NCT06757452,PHASE3,34,ACTUAL,2023-07-05,2023-11-08,INDUSTRY,1,1,1
NCT01787552,PHASE1|PHASE2,50,ACTUAL,2013-05-08,2018-04-10,INDUSTRY,10,18,11
NCT01592747,PHASE2,479,ACTUAL,2012-09,2013-09,INDUSTRY,6,94,15
NCT00803647,PHASE2,20,ACTUAL,2010-01,2013-07,NETWORK,1,23,1
NCT00001038,PHASE3,1200,,,1996-05,NIH,2,35,10
NCT00122538,PHASE2,52,ACTUAL,2006-02,2008-11,OTHER_GOV,2,1,1
NCT01112384,PHASE2,24,ACTUAL,2010-10-21,2013-01-21,NETWORK,1,8,1
NCT02518555,PHASE2,42,ACTUAL,2016-01-12,2025-12-15,OTHER,2,1,1
NCT03129126,PHASE2,13,ACTUAL,2020-10-01,2023-08-21,INDUSTRY,1,9,1
NCT06034626,PHASE3,216,ACTUAL,2020-11-03,2021-08-10,OTHER,1,3,1
NCT01874626,PHASE3,305,ACTUAL,2013-06,2014-01,INDUSTRY,1,1,1
NCT02428478,PHASE2,17,ACTUAL,2015-03,2015-11,OTHER,1,1,1
NCT00248378,PHASE1|PHASE2,30,,2001-09,,OTHER,1,1,1
NCT00751478,PHASE1|PHASE2,32,ACTUAL,2007-03,2007-05,INDUSTRY,1,1,1
NCT02550678,PHASE1|PHASE2,16,ACTUAL,2015-09,2017-11,INDUSTRY,3,4,1
NCT02909478,PHASE3,315,ACTUAL,2017-09-01,2019-10-23,OTHER,2,1,1
NCT00482378,PHASE1|PHASE2,39,ESTIMATED,2005-03-21,2007-05-22,OTHER,2,1,1
NCT00834678,PHASE1|PHASE2,11,ACTUAL,2009-04,2013-08,OTHER,1,1,1
NCT00941278,PHASE2,30,ESTIMATED,2009-07,2009-12,INDUSTRY,1,2,1
NCT01058785,PHASE2,75,ACTUAL,2003-03,2005-12,INDUSTRY,2,3,1
NCT04850885,PHASE3,83,ACTUAL,2020-08-01,2021-02-02,OTHER,1,1,1
NCT01880515,PHASE2,107,ACTUAL,2010-12,2014-07,OTHER,2,1,1
NCT03262935,PHASE3,437,ACTUAL,2017-12-15,2021-03-31,INDUSTRY,1,90,11
NCT05409235,PHASE2,225,ACTUAL,2022-07-29,2023-12-29,INDUSTRY,1,68,2
NCT00526435,PHASE3,468,ACTUAL,2007-10,2010-01,FED,1,1,1
NCT03988335,PHASE2,35,ACTUAL,2019-02-13,2019-11-05,INDUSTRY,1,17,2
NCT04095208,PHASE2,68,ACTUAL,2020-02-27,2024-09-29,OTHER,2,5,1
NCT01258608,PHASE1|PHASE2,101,ACTUAL,2011-02-08,2013-05-31,INDUSTRY,1,43,7
NCT02232425,PHASE2,88,ACTUAL,2014-09,2015-10,INDUSTRY,1,10,2
NCT03814317,PHASE2,5,ACTUAL,2020-01-30,2025-12-31,OTHER,3,1,1
NCT00442117,PHASE3,180,ACTUAL,2007-06,2009-07,INDUSTRY,1,0,0
NCT00302276,PHASE2|PHASE3,80,,2004-01,,OTHER,1,1,1
NCT00000404,PHASE2,300,,1997-04,,OTHER,1,1,1
NCT04463004,PHASE2,2,ACTUAL,2020-09-02,2020-11-30,OTHER,3,1,1
NCT00776984,PHASE3,453,ACTUAL,2008-10,2011-07,INDUSTRY,1,75,15
NCT01839084,PHASE3,46,ACTUAL,2013-07,2016-02,OTHER,1,1,1
NCT00092352,PHASE3,395,ACTUAL,2003-04-29,2003-12-01,INDUSTRY,1,0,0
NCT00002152,PHASE2,60,,,,INDUSTRY,1,1,1
NCT03649152,PHASE2,8,ACTUAL,2018-11-08,2020-06-16,INDUSTRY,1,11,1
NCT04668352,PHASE3,1024,ACTUAL,2019-04-15,2019-12-02,INDUSTRY,1,1,1
NCT02364947,PHASE3,678,ACTUAL,2015-02-09,2016-07-30,INDUSTRY,1,7,1
NCT05263947,PHASE2,35,ACTUAL,2022-01-30,2023-12-30,OTHER,4,1,1
NCT01153347,PHASE3,2409,ACTUAL,2010-06,2012-01,INDUSTRY,2,99,3
NCT03206749,PHASE2,243,ACTUAL,2017-06-29,2017-12-01,INDUSTRY,1,4,1
NCT02226549,PHASE2,47,ACTUAL,2014-07,2015-02,INDUSTRY,1,1,1
NCT00970138,PHASE2|PHASE3,141,ACTUAL,2009-06,2010-10,OTHER,1,1,1
NCT05528549,PHASE3,48,ACTUAL,2022-09-01,2023-04-26,OTHER,1,1,1
NCT04208958,PHASE1|PHASE2,56,ACTUAL,2020-01-23,2021-08-26,INDUSTRY,5,18,1
NCT02175758,PHASE2,106,ACTUAL,2014-07-07,2018-06-21,INDUSTRY,1,37,8
NCT02974855,PHASE2,27,ACTUAL,2017-03-08,2018-12-03,INDUSTRY,1,10,6
NCT04507126,PHASE2,20,ACTUAL,2021-03-01,2022-12-09,OTHER,1,1,1
NCT05661578,PHASE2,64,ACTUAL,2023-05-04,2025-12-26,INDUSTRY,1,32,9
NCT00184678,PHASE3,161,ACTUAL,2002-02,2006-07,INDUSTRY,2,30,12
NCT04865978,PHASE2,30,ACTUAL,2021-12-14,2023-10-05,OTHER,1,1,1
NCT00567008,PHASE2,37,ACTUAL,2007-12,2009-09,OTHER,1,1,1
NCT00546325,PHASE3,358,ACTUAL,2007-10,2009-02,INDUSTRY,1,1,1
NCT02216825,PHASE2,10,ACTUAL,2013-11,2013-12,INDUSTRY,1,0,0
NCT00815776,PHASE1|PHASE2,152,ACTUAL,2008-04,2009-01,INDUSTRY,1,1,1
NCT01193517,PHASE1|PHASE2,26,ACTUAL,2010-08,2016-11,OTHER,1,1,1
NCT02229617,PHASE1|PHASE2,14,ACTUAL,2015-07,2016-05,OTHER,1,2,1
NCT04957940,PHASE3,74,ACTUAL,2021-07-05,2021-09-20,OTHER,1,1,1
NCT04683640,PHASE2,33,ACTUAL,2021-04-02,2024-05-30,OTHER,1,1,1
NCT04235140,PHASE3,52,ACTUAL,2020-02-24,2023-08-22,INDUSTRY,1,23,2
NCT05412004,PHASE3,469,ACTUAL,2022-06-21,2024-03-12,INDUSTRY,2,58,10
NCT00299104,PHASE3,755,ACTUAL,2006-01,2008-09,INDUSTRY,1,0,0
NCT00851084,PHASE2,268,ACTUAL,2009-02,2011-04,INDUSTRY,2,37,7
NCT00464633,PHASE2,165,ACTUAL,2007-03,2011-12,INDUSTRY,1,34,9
NCT04799249,PHASE3,194,ACTUAL,2021-05-14,2024-05-24,INDUSTRY,2,71,11
NCT01408238,PHASE2,35,ACTUAL,2011-10,2012-03,INDUSTRY,1,2,1
NCT00299858,PHASE2|PHASE3,24,ACTUAL,2006-10,2010-05,OTHER,1,1,1
NCT00005838,PHASE3,756,ACTUAL,2000-03,2007-02,NIH,6,1,1
NCT00223548,PHASE2,106,,2002-10,,OTHER,3,1,1
NCT06258148,PHASE3,465,ACTUAL,2024-04-15,2026-01-23,INDUSTRY,1,1,1
NCT03611426,PHASE1|PHASE2,84,ACTUAL,2017-11-29,2018-12-05,INDUSTRY,1,1,1
NCT03588026,PHASE3,9,ACTUAL,2018-06-07,2020-09-03,INDUSTRY,1,3,3
NCT03523585,PHASE3,608,ACTUAL,2018-08-01,2022-06-30,INDUSTRY,1,227,15
NCT01175343,PHASE2,45,ACTUAL,2010-07,2012-10,NIH,6,12,2
NCT01868035,PHASE2,15,ACTUAL,2000-05,2012-10,INDUSTRY,1,0,0
NCT01757535,PHASE3,472,ACTUAL,2013-04-24,2019-07-15,INDUSTRY,1,223,23
NCT06192108,PHASE3,962,ACTUAL,2024-01-10,2025-09-26,INDUSTRY,1,74,6
NCT02033876,PHASE2,24,ACTUAL,2013-10,2017-01,OTHER,1,1,1
NCT03753776,PHASE3,232,ACTUAL,2019-07-15,2024-01-05,OTHER,1,1,1
NCT01505140,PHASE2,120,ACTUAL,2009-11,2010-12,OTHER,2,1,1
NCT00107640,PHASE2,1186,ACTUAL,2005-05,2008-09,OTHER,1,1,1
NCT03456804,PHASE2,13,ACTUAL,2018-03-08,2023-03-15,OTHER,5,2,1
NCT00195104,PHASE1|PHASE2,87,ACTUAL,2003-09-17,2006-03-17,OTHER,1,1,1
NCT00470184,PHASE2,41,ACTUAL,2006-11,2012-10,OTHER,1,1,1
NCT02014584,PHASE3,117,ACTUAL,2014-07-02,2016-03-19,INDUSTRY,1,18,5
NCT00110084,PHASE2,50,ACTUAL,2005-08,2010-05,OTHER,1,201,1
NCT00027547,PHASE1|PHASE2,,,2001-07,,OTHER,1,3,2
NCT01351649,PHASE1|PHASE2,90,ACTUAL,2009-04,2010-06,OTHER,1,1,1
NCT01026038,PHASE3,263,ACTUAL,2010-04,2010-11,INDUSTRY,4,25,1
NCT00048438,PHASE3,68,,2002-02,,INDUSTRY,1,18,2
NCT00084058,PHASE1|PHASE2,26,ACTUAL,,,NIH,1,15,2
NCT01677858,PHASE1|PHASE2,116,ACTUAL,2012-07-04,2016-07-22,INDUSTRY,1,35,1
NCT02363348,PHASE3,96,ACTUAL,2010-08,2013-08,OTHER,1,1,1
NCT00309478,PHASE3,1099,ACTUAL,1990-12,2004-06,NETWORK,1,0,0
NCT00988143,PHASE2,600,ACTUAL,2009-10,2009-12,INDUSTRY,1,4,1
NCT00750815,PHASE1|PHASE2,58,ACTUAL,2008-09,2012-12,OTHER,1,1,1
NCT00014508,PHASE2,,,2001-11-19,2007-02,NETWORK,1,12,1
NCT01414608,PHASE3,926,ACTUAL,2012-01-09,2021-07-09,NETWORK,8,326,5
NCT02440425,PHASE2,42,ACTUAL,2015-10-20,2020-04,OTHER,1,3,1
NCT02280876,PHASE1|PHASE2,30,ACTUAL,2012-01,2015-02,OTHER,1,1,1
NCT03001817,PHASE3,551,ACTUAL,2016-11-28,2019-06-24,INDUSTRY,1,220,9
NCT06795776,PHASE3,104,ACTUAL,2025-04-07,2025-11-04,INDUSTRY,1,1,1
NCT01220817,PHASE2,104,ACTUAL,2007-10,2010-05,INDUSTRY,1,1,1
NCT00057304,PHASE2,190,ACTUAL,2003-06,2004-03,INDUSTRY,1,46,9
NCT02689284,PHASE1|PHASE2,95,ACTUAL,2016-01,2021-01,INDUSTRY,3,28,5
NCT00392184,PHASE2,274,ACTUAL,2000-11,2009-02,OTHER,1,4,2
NCT05177484,PHASE3,40,ACTUAL,2022-05-30,2024-01-26,OTHER_GOV,1,1,1
NCT00001033,PHASE3,650,,,,NIH,2,12,1
NCT01756833,PHASE2,261,ACTUAL,2013-05,2019-07-23,OTHER,1,22,1
NCT04870606,PHASE3,733,ACTUAL,2021-03-05,2022-01-24,INDUSTRY,1,8,1
NCT02563106,PHASE2,413,ACTUAL,2015-10,2016-11,INDUSTRY,2,43,7
NCT02255604,PHASE2,36,ACTUAL,2013-08,2015-09,OTHER,3,1,1
NCT00371748,PHASE3,261,ACTUAL,2005-02,2006-12,INDUSTRY,1,25,3
NCT01365455,PHASE3,738,ACTUAL,2011-06,2013-04,INDUSTRY,1,88,12
NCT01120626,PHASE2,45,ACTUAL,2009-09,2013-12,OTHER,1,1,1
NCT00321178,PHASE2|PHASE3,151,ACTUAL,2006-05,2008-01,OTHER,2,2,1
NCT02103478,PHASE1|PHASE2,130,ACTUAL,2014-10-28,2018-06-05,INDUSTRY,2,17,2
NCT00291148,PHASE3,75,ESTIMATED,2006-03,2012-07,OTHER,2,1,1
NCT00434655,PHASE3,40,ESTIMATED,2008-01,2009-12,FED,1,1,1
NCT01574326,PHASE2,101,ACTUAL,2012-05,2015-06,INDUSTRY,2,32,5
NCT00496626,PHASE3,600,ACTUAL,2008-07-20,2009-02-28,INDUSTRY,1,0,0
NCT03020615,PHASE2,58,ACTUAL,2017-05-12,2020-06-08,OTHER,1,4,1
NCT00686335,PHASE2,12,ACTUAL,2008-06,2010-03,INDUSTRY,1,1,1
NCT02567708,PHASE2,50,ACTUAL,2015-10-01,2016-09-21,INDUSTRY,1,12,1
NCT00008008,PHASE2,40,ESTIMATED,1997-09,2005-06,OTHER,1,2,1
NCT00096525,PHASE2,,,2004-07,2005-08,OTHER,1,1,1
NCT02549417,PHASE3,39,ACTUAL,2015-09-29,2016-12-22,INDUSTRY,1,1,1
NCT00461617,PHASE3,291,ACTUAL,2006-08,2007-07,INDUSTRY,1,0,0
NCT03957304,PHASE2,55,ACTUAL,2020-02-20,2022-03-30,OTHER,1,1,1
NCT00134784,PHASE2,142,ACTUAL,2000-04,2007-05,OTHER,1,0,0
NCT00696384,PHASE3,418,ACTUAL,2007-06,2009-04,INDUSTRY,1,45,3
NCT01222533,PHASE2,154,ACTUAL,2010-10,2011-11,INDUSTRY,1,11,5
NCT00325247,PHASE3,2050,ESTIMATED,2005-02,2006-05,OTHER,1,1,1
NCT02039947,PHASE2,127,ACTUAL,2014-02-21,2017-05-12,INDUSTRY,1,47,7
NCT00933049,PHASE3,505,ACTUAL,2007-07,2008-01,OTHER,1,1,1
NCT03594149,PHASE3,60,ACTUAL,2018-07-18,2024-07-17,OTHER,2,4,1
NCT02243449,PHASE2,102,ACTUAL,2015-01,2015-12,OTHER,1,8,1
NCT06726538,PHASE1|PHASE2,50,ACTUAL,2023-10-01,2025-12-30,OTHER,1,2,1
NCT02661958,PHASE2,726,ACTUAL,2016-05,2017-10,INDUSTRY,1,34,1
NCT02315326,PHASE1|PHASE2,93,ACTUAL,2014-12-08,2026-01-28,OTHER,2,7,1
NCT04962958,PHASE2,30,ACTUAL,2021-12-27,2025-09-01,OTHER,9,1,1
NCT01248585,PHASE3,298,ACTUAL,2011-05-30,2015-05-25,NETWORK,1,22,1
NCT01630343,PHASE2,400,ACTUAL,2010-01,2012-04,OTHER,1,1,1
NCT03114943,PHASE3,516,ACTUAL,2016-07-14,2017-06-28,INDUSTRY,1,1,1
NCT02886143,PHASE3,274,ACTUAL,2015-10,2016-07,OTHER,2,0,0
NCT02380443,PHASE2,13,ACTUAL,2016-09,2018-03,INDUSTRY,1,1,1
NCT01702025,PHASE1|PHASE2,41,ACTUAL,2012-06,2012-12,OTHER,1,1,1
NCT00912925,PHASE3,45,ACTUAL,2000-12,2001-09,INDUSTRY,3,4,3
NCT00520676,PHASE3,260,ACTUAL,2007-10,2010-07,INDUSTRY,1,20,6
NCT00000117,PHASE3,,,1995-08,,NIH,1,2,1
NCT01409317,PHASE2|PHASE3,10,ACTUAL,2013-04,2015-01,OTHER,1,1,1
NCT00064740,PHASE2,100,,2003-07,,NIH,2,1,1
NCT00242840,PHASE3,20,ACTUAL,2003-06,2006-01,INDUSTRY,2,7,2
NCT00115804,PHASE3,6,ACTUAL,2005-06,2011-02,OTHER,2,1,1
NCT03086733,PHASE2,28,ACTUAL,2016-12-05,2020-07,OTHER,2,2,1
NCT00803049,PHASE3,742,ACTUAL,2006-10,2015-12,INDUSTRY,1,116,21
NCT02698748,PHASE2|PHASE3,75,ACTUAL,2015-01,2015-04,OTHER,1,1,1
NCT02286726,PHASE2,56,ACTUAL,2015-05-04,2020-01-22,OTHER,3,1,1
NCT06119126,PHASE2,23,ACTUAL,2020-06-01,2023-06-01,OTHER,1,1,1
NCT00114985,PHASE2,100,ACTUAL,2001-04,2005-01,OTHER,1,0,0
NCT00408785,PHASE3,256,,2006-11-01,2007-05-09,INDUSTRY,1,4,1
NCT03159143,PHASE2,22,ACTUAL,2004-12-17,2009-06-02,OTHER,1,1,1
NCT03272685,PHASE3,799,ACTUAL,2018-06-01,2022-09-30,OTHER,2,6,1
NCT01217515,PHASE3,465,ACTUAL,2010-10,2012-03,INDUSTRY,1,27,6
NCT00960115,PHASE1|PHASE2,178,ACTUAL,2008-12,2014-05,INDUSTRY,1,1,1
NCT00850135,PHASE1|PHASE2,57,ACTUAL,2009-02,2014-07,OTHER,1,2,1
NCT04709835,PHASE2,104,ACTUAL,2021-02-03,2021-09-17,INDUSTRY,1,12,6
NCT02601235,PHASE3,292,ACTUAL,2018-01-16,2018-08-03,INDUSTRY,1,1,1
NCT00274235,PHASE3,1600,ESTIMATED,2005-07,2008-03,OTHER_GOV,1,1,1
NCT01977443,PHASE2,47,ACTUAL,2013-11,2016-09,INDUSTRY,1,10,3
NCT04245215,PHASE3,108,ACTUAL,2020-03-11,2024-09-25,OTHER,1,1,1
NCT04859608,PHASE3,40,ACTUAL,2021-10-20,2022-06-16,OTHER,1,18,1
NCT02636725,PHASE2,33,ACTUAL,2016-04-19,2018-05-08,OTHER,2,1,1
NCT01261325,PHASE3,768,ACTUAL,2010-12,2014-05,INDUSTRY,1,207,28
NCT02523976,PHASE2,30,ACTUAL,2015-08-01,2021-12-31,OTHER,1,1,1
NCT03357276,PHASE1|PHASE2,30,ACTUAL,2017-11-30,2018-11-30,OTHER,2,1,1
NCT00972504,PHASE2,54,ACTUAL,2009-06-01,2009-08-01,INDUSTRY,1,1,1
NCT03781804,PHASE3,332,ACTUAL,2018-11-27,2022-01-19,INDUSTRY,1,92,8
NCT01138384,PHASE1|PHASE2,19,ACTUAL,2010-10-27,2014-05-14,NETWORK,1,5,1
NCT00249652,PHASE1|PHASE2,41,ACTUAL,2003-09,2009-06,OTHER,3,3,1
NCT00003433,PHASE1|PHASE2,,,1998-06,,OTHER,2,1,1
NCT04875533,PHASE3,1425,ACTUAL,2021-06-14,2022-05-13,INDUSTRY,1,28,3
NCT01441947,PHASE2,68,ACTUAL,2011-10,2016-12-12,OTHER,1,4,1
NCT00784147,PHASE2,113,ACTUAL,2008-08,2011-04,INDUSTRY,1,30,2
NCT04322149,PHASE2,54,ACTUAL,2020-10-16,2022-03-24,INDUSTRY,1,13,2
NCT03002038,PHASE2|PHASE3,86,ACTUAL,2015-09,2016-11,OTHER,1,1,1
NCT00259038,PHASE2,162,ACTUAL,2004-01,2006-02,INDUSTRY,5,34,2
NCT00167648,PHASE2,17,ACTUAL,2005-03,2006-12,OTHER,2,2,1
NCT01287078,PHASE2,25,ACTUAL,2011-01-29,2018-08-08,NIH,5,1,1
NCT00372385,PHASE2,334,ACTUAL,2006-08,2008-05,INDUSTRY,1,4,4
NCT01746043,PHASE2,22,ACTUAL,2013-02,2017-01,OTHER,1,1,1
NCT01244243,PHASE2,41,ACTUAL,2009-01,2012-12,OTHER,1,1,1
NCT04899115,PHASE2,19,ACTUAL,2021-08-06,2023-04-10,OTHER,2,1,1
NCT00542815,PHASE3,632,ACTUAL,2007-11,2010-08,INDUSTRY,3,115,15
NCT01591135,PHASE3,436,ACTUAL,2012-04,2018-08,OTHER,1,1,1
NCT00915408,PHASE1|PHASE2,32,ACTUAL,2006-09,2014-03,OTHER,1,2,1
NCT02520076,PHASE1|PHASE2,5,ACTUAL,2015-08,2019-09-30,OTHER,1,1,1
NCT00796367,PHASE3,676,ACTUAL,2008-12,2010-06,INDUSTRY,1,0,0
NCT05550207,PHASE3,100,ACTUAL,2022-08-31,2024-11-27,INDUSTRY,1,31,1
NCT00248092,PHASE1|PHASE2,36,,2006-01,,INDUSTRY,3,1,1
NCT02498392,PHASE2,161,ACTUAL,2015-10-07,2019-02-04,INDUSTRY,2,32,6
NCT02342392,PHASE2|PHASE3,36,ACTUAL,2012-09,2014-09,OTHER,1,0,0
NCT00650611,PHASE2,63,ACTUAL,2003-12,,INDUSTRY,3,17,1
NCT05808764,PHASE2,11,ACTUAL,2024-04-26,2026-05-04,INDUSTRY,1,13,8
NCT03340064,PHASE3,38,ACTUAL,2017-11-30,2021-06-01,INDUSTRY,1,21,1
NCT05696509,PHASE3,75,ACTUAL,2020-01-03,2022-10-13,OTHER,2,1,1
